addr,n,hold_med,train_pnl,hold_pnl,sharpe,t_stat
0xa5fd942d4badbab4fe84a9e10f565dd40d5f15ff,12405,1560.58075,319469.761644,199910.781713,9.316591585779925,6.012635164355328
