addr,n,hold_med,train_pnl,hold_pnl,sharpe,t_stat,top_coin
0xb3b60a1fd4d8241bfd7b285c3560d75135350582,3444,870.9607166666667,136873.78793754,92126.95714303,11.312282978346824,7.226944192456193,ETH
0xb2ff174a5eae8260943ed4499ff95282884369a6,6541,99.17236666666668,33420.199446059996,4448.36748363,11.295888377837546,3.6524286986645973,BTC
0xc1c8354ff68e3cba7675bb683062411c5a5cfb70,3060,50.61986666666667,16553.23557593,5820.55054202,11.290715960437755,4.30637854281894,ETH
0x81f6b887657b679d9e23153ffcd703e111010240,8625,14.969266666666666,17332.24245379,4654.037675,11.284710656596348,8.263907729448258,BNB
0xf97ad6704baec104d00b88e0c157e2b7b3a1ddd1,7776,139.8177,106434.57690017,56584.69763708,11.271682819695137,5.20940059305409,HYPE
0x30031f21e4927c7b7c8d9bdb803bc14e57388028,6220,512.4007,43094.76651007,1405.858583,11.055448349188616,2.1427637401854898,PURR
0xfaf665c655613e5713a2bdc3b4cd109e25b4b5f6,9450,70.4222,122957.874383,47044.40804,10.974034342469677,7.652440773030129,xyz:CL
0xc0cecc9cc4ab23536045a65c91dc962a04234ee8,1167,149.98453333333333,1345.771563,3019.915324,10.681285070021184,8.229524193300948,HYPE
0xacf09af6853ba4cbbb838e6032953bd7037b4539,4233,45.590741666666666,9117.91030214,3955.32041294,10.572921419702178,7.219629376317313,ETH
0x64174450c49242535b4184e3988cc4145b80526c,10000,1092.46185,25706.00048294,17766.638847,10.547049035106308,6.6485301363236555,TAO
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,603,1318.8684250000001,4192.97424959,2858.31408184,10.50943843072371,7.087193498420598,@142
0xb67d94df0ceedb2b44587220470986658d191d38,7582,2457.2790416666667,18251.06602892,77.58614500999998,10.493945089757068,0.09777455261975257,xyz:XYZ100
0x99223bf50978618ce3dedc9d05a29717a23a9882,6710,1107.5388166666667,182336.084794,48346.800536,10.363934518264957,3.5335318996249745,SPX
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,502,441.3642,101613.23838347,7957.561929,10.361735057460518,2.9512602793320575,xyz:CL
0xccf595171e2e56655fb4d386b7424da16be69d42,5447,35.28075833333333,17012.22065773,4470.20907165,10.3431271133326,2.3311339388010337,BABY
0x6745b422c01acdfe3bec078022c0c73ffdbf3931,1852,1037.38435,29202.200788000002,95582.901704,10.088462386378453,8.52329128782779,xyz:SILVER
0xac5c66fbad98b49979cd1cbaa800ace76e947866,2904,15.816016666666666,12199.498617,11541.167784,10.017513053413913,6.320667391838794,PUMP
0xe5e6ee25986549a41a61ae31080719d6db316580,7876,24.395433333333333,31253.25845661,881.5913018399999,9.80824350064801,0.5087195822583523,SOL
0x0296c6761c55a3a54815490428e12188f44e8f48,1976,1078.7398833333334,23275.991543,86056.40808743,9.707014297156668,8.033500307614938,HYPE
0x13a4d58ccb2c55060a5f3812676558f20955e22b,2000,441.11451666666665,68319.89683569,4372.36549447,9.6597305239793,2.7457599691156966,TAO
